"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-08","2019","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-09","2019","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-10","2019","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-11","2019","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-12","2019","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-13","2019","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-14","2019","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-15","2019","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-16","2019","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-17","2019","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-18","2019","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-19","2019","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-20","2019","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-21","2019","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-22","2019","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-23","2019","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-24","2019","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-25","2019","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-26","2019","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-27","2019","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-28","2019","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-29","2019","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-30","2019","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-07-31","2019","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-01","2019","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-02","2019","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-03","2019","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-04","2019","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-05","2019","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-06","2019","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-07","2019","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-08","2019","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-09","2019","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-10","2019","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-11","2019","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-12","2019","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-13","2019","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-14","2019","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-15","2019","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-16","2019","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-17","2019","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-18","2019","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-19","2019","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-20","2019","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-21","2019","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-22","2019","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-23","2019","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-24","2019","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-25","2019","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-26","2019","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-27","2019","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-28","2019","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-29","2019","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-30","2019","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-08-31","2019","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-01","2019","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-02","2019","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-03","2019","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-04","2019","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-05","2019","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-06","2019","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-07","2019","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-08","2019","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-09","2019","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-10","2019","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-11","2019","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-12","2019","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-13","2019","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-14","2019","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-15","2019","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-16","2019","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-17","2019","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-18","2019","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-19","2019","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-20","2019","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-21","2019","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-22","2019","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-23","2019","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-24","2019","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-25","2019","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-26","2019","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-27","2019","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-28","2019","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-29","2019","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-09-30","2019","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-01","2019","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-02","2019","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-03","2019","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-04","2019","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-05","2019","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-06","2019","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-07","2019","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-08","2019","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-09","2019","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-10","2019","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-11","2019","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-12","2019","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-13","2019","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-14","2019","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-15","2019","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-16","2019","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-17","2019","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-18","2019","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-19","2019","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-20","2019","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-21","2019","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-22","2019","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-23","2019","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-24","2019","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-25","2019","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-26","2019","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-27","2019","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-28","2019","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-29","2019","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-30","2019","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-10-31","2019","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-01","2019","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-02","2019","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-03","2019","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-04","2019","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-05","2019","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-06","2019","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-07","2019","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-08","2019","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-09","2019","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-10","2019","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-11","2019","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-12","2019","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-13","2019","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-14","2019","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-15","2019","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-16","2019","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-17","2019","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-18","2019","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-19","2019","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-20","2019","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-21","2019","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-99.30","80.07","MEIGHEN ISLAND NORTH","240BFH9","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
